Symbol,Name,YahooTicker,Url
ALC.DB.A,Algoma Central Corp ,ALC-DB-A.TO,https://www.advfn.com/stock-market/TSX/ALC.DB.A/stock-price
ALC,Algoma Central Corp ,ALC.TO,https://www.advfn.com/stock-market/TSX/ALC/stock-price
ASTL.WT,Algoma Steel Group Inc ,ASTL-WT.TO,https://www.advfn.com/stock-market/TSX/ASTL.WT/stock-price
ASTL,Algoma Steel Group Inc ,ASTL.TO,https://www.advfn.com/stock-market/TSX/ASTL/stock-price
AQN,Algonquin Power and Utilities Corp ,AQN.TO,https://www.advfn.com/stock-market/TSX/AQN/stock-price
AQN.PR.A,Algonquin Power and Utilities Corp ,AQN-PR-A.TO,https://www.advfn.com/stock-market/TSX/AQN.PR.A/stock-price
AQN.PR.D,Algonquin Power and Utilities Corp ,AQN-PR-D.TO,https://www.advfn.com/stock-market/TSX/AQN.PR.D/stock-price
AKE,Alikem Limited ,AKE.TO,https://www.advfn.com/stock-market/TSX/AKE/stock-price
ATD.A,Alimentation Couche Tard Inc ,ATD-A.TO,https://www.advfn.com/stock-market/TSX/ATD.A/stock-price
ATD,Alimentation Couche Tard Inc ,ATD.TO,https://www.advfn.com/stock-market/TSX/ATD/stock-price
ALYA,Alithya Group Inc ,ALYA.TO,https://www.advfn.com/stock-market/TSX/ALYA/stock-price
AAUC,Allied Gold Corporation ,AAUC.TO,https://www.advfn.com/stock-market/TSX/AAUC/stock-price
AAUC.DB.U,Allied Gold Corporation ,AAUC-DB-U.TO,https://www.advfn.com/stock-market/TSX/AAUC.DB.U/stock-price
AP.UN,Allied Properties Real Estate Investment Trust ,AP-UN.TO,https://www.advfn.com/stock-market/TSX/AP.UN/stock-price
AMM,Almaden Minerals Ltd New ,AMM.TO,https://www.advfn.com/stock-market/TSX/AMM/stock-price
AII,Almonty Industries Inc ,AII.TO,https://www.advfn.com/stock-market/TSX/AII/stock-price
ATCU,Alta Copper Corp ,ATCU.TO,https://www.advfn.com/stock-market/TSX/ATCU/stock-price
ALA.PR.H,AltaGas Ltd ,ALA-PR-H.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.H/stock-price
ALA.PR.G,AltaGas Ltd ,ALA-PR-G.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.G/stock-price
ALA.PR.A,AltaGas Ltd ,ALA-PR-A.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.A/stock-price
ALA.PR.B,AltaGas Ltd ,ALA-PR-B.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.B/stock-price
ALA,AltaGas Ltd ,ALA.TO,https://www.advfn.com/stock-market/TSX/ALA/stock-price
ALA.PR.E,AltaGas Ltd ,ALA-PR-E.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.E/stock-price
ALA.PR.K,AltaGas Ltd ,ALA-PR-K.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.K/stock-price
ALA.PR.U,AltaGas Ltd ,ALA-PR-U.TO,https://www.advfn.com/stock-market/TSX/ALA.PR.U/stock-price
ALS,Altius Minerals Corporation ,ALS.TO,https://www.advfn.com/stock-market/TSX/ALS/stock-price
ALS.PR.A,Altius Minerals Corporation ,ALS-PR-A.TO,https://www.advfn.com/stock-market/TSX/ALS.PR.A/stock-price
ARR,Altius Renewable Royalities Corp ,ARR.TO,https://www.advfn.com/stock-market/TSX/ARR/stock-price
AIF,Altus Group Limited ,AIF.TO,https://www.advfn.com/stock-market/TSX/AIF/stock-price
HOT.DB.V,American Hotel Income Properties REIT LP ,HOT-DB-V.TO,https://www.advfn.com/stock-market/TSX/HOT.DB.V/stock-price
HOT.U,American Hotel Income Properties REIT LP ,HOT-U.TO,https://www.advfn.com/stock-market/TSX/HOT.U/stock-price
HOT.UN,American Hotel Income Properties REIT LP ,HOT-UN.TO,https://www.advfn.com/stock-market/TSX/HOT.UN/stock-price
USA,Americas Gold and Silver Corporation ,USA.TO,https://www.advfn.com/stock-market/TSX/USA/stock-price
ARG,Amerigo Resources Ltd ,ARG.TO,https://www.advfn.com/stock-market/TSX/ARG/stock-price
ANX,Anaconda Mining Inc ,ANX.TO,https://www.advfn.com/stock-market/TSX/ANX/stock-price
ANRG,Anaergia Inc ,ANRG.TO,https://www.advfn.com/stock-market/TSX/ANRG/stock-price
AND,Andlauer Heathcare Group Inc ,AND.TO,https://www.advfn.com/stock-market/TSX/AND/stock-price
ADW.A,Andrew Peller Ltd ,ADW-A.TO,https://www.advfn.com/stock-market/TSX/ADW.A/stock-price
ADW.B,Andrew Peller Ltd ,ADW-B.TO,https://www.advfn.com/stock-market/TSX/ADW.B/stock-price
5534,Angel Group Inc ,5534.TO,https://www.advfn.com/stock-market/TSX/5534/stock-price
APY,Anglo Pacific Group PLC ,APY.TO,https://www.advfn.com/stock-market/TSX/APY/stock-price
ATE,Antibe Therapeutics Inc ,ATE.TO,https://www.advfn.com/stock-market/TSX/ATE/stock-price
5032,Anycolor Inc ,5032.TO,https://www.advfn.com/stock-market/TSX/5032/stock-price
5027,AnyMind Group Inc ,5027.TO,https://www.advfn.com/stock-market/TSX/5027/stock-price
2464,Aoba BBT Inc ,2464.TO,https://www.advfn.com/stock-market/TSX/2464/stock-price
APLI,Appili Therapeutics Inc ,APLI.TO,https://www.advfn.com/stock-market/TSX/APLI/stock-price
APS,Aptose Biosciences Inc ,APS.TO,https://www.advfn.com/stock-market/TSX/APS/stock-price
5578,AR Advanced Technology Inc ,5578.TO,https://www.advfn.com/stock-market/TSX/5578/stock-price
ARX,ARC Resources Ltd ,ARX.TO,https://www.advfn.com/stock-market/TSX/ARX/stock-price
5857,Are Holdings Inc ,5857.TO,https://www.advfn.com/stock-market/TSX/5857/stock-price
5254,Arent Inc ,5254.TO,https://www.advfn.com/stock-market/TSX/5254/stock-price
AR.DB.U,Argonaut Gold Inc ,AR-DB-U.TO,https://www.advfn.com/stock-market/TSX/AR.DB.U/stock-price
AR,Argonaut Gold Inc ,AR.TO,https://www.advfn.com/stock-market/TSX/AR/stock-price
ARIS,Aris Gold Corp ,ARIS.TO,https://www.advfn.com/stock-market/TSX/ARIS/stock-price
ARIS.WT.B,Aris Gold Corp ,ARIS-WT-B.TO,https://www.advfn.com/stock-market/TSX/ARIS.WT.B/stock-price
ARIS.WT.A,Aris Gold Corp ,ARIS-WT-A.TO,https://www.advfn.com/stock-market/TSX/ARIS.WT.A/stock-price
ARIS.WT,Aris Gold Corporation ,ARIS-WT.TO,https://www.advfn.com/stock-market/TSX/ARIS.WT/stock-price
ATZ,Aritzia Inc ,ATZ.TO,https://www.advfn.com/stock-market/TSX/ATZ/stock-price
AMC,Arizona Metals Corp ,AMC.TO,https://www.advfn.com/stock-market/TSX/AMC/stock-price
ASCU,Arizona Sonoran Copper Company Inc ,ASCU.TO,https://www.advfn.com/stock-market/TSX/ASCU/stock-price
AX.UN,Artis Real Estate Investment Trust ,AX-UN.TO,https://www.advfn.com/stock-market/TSX/AX.UN/stock-price
AX.PR.I,Artis Real Estate Investment Trust ,AX-PR-I.TO,https://www.advfn.com/stock-market/TSX/AX.PR.I/stock-price
AX.PR.E,Artis Real Estate Investment Trust ,AX-PR-E.TO,https://www.advfn.com/stock-market/TSX/AX.PR.E/stock-price
AX.PR.A,Artis Real Estate Investment Trust ,AX-PR-A.TO,https://www.advfn.com/stock-market/TSX/AX.PR.A/stock-price
5341,Asahi Eito Holdings Co Ltd ,5341.TO,https://www.advfn.com/stock-market/TSX/5341/stock-price
5249,Asakawa Systems Co Ltd ,5249.TO,https://www.advfn.com/stock-market/TSX/5249/stock-price
ASND.WT,Ascendant Resources Inc ,ASND-WT.TO,https://www.advfn.com/stock-market/TSX/ASND.WT/stock-price
ASND,Ascendant Resources Inc ,ASND.TO,https://www.advfn.com/stock-market/TSX/ASND/stock-price
AOT,Ascot Resources Ltd ,AOT.TO,https://www.advfn.com/stock-market/TSX/AOT/stock-price
ADB.SB.A,Asian Development Bank ,ADB-SB-A.TO,https://www.advfn.com/stock-market/TSX/ADB.SB.A/stock-price
4197,Asmarq Co Ltd ,4197.TO,https://www.advfn.com/stock-market/TSX/4197/stock-price
9340,Aso International Inc ,9340.TO,https://www.advfn.com/stock-market/TSX/9340/stock-price
AYM,Atalaya Mining Plc ,AYM.TO,https://www.advfn.com/stock-market/TSX/AYM/stock-price
ACO.Y,ATCO Ltd ,ACO-Y.TO,https://www.advfn.com/stock-market/TSX/ACO.Y/stock-price
ACO.X,ATCO Ltd ,ACO-X.TO,https://www.advfn.com/stock-market/TSX/ACO.X/stock-price
ATH,Athabasca Oil Corporation ,ATH.TO,https://www.advfn.com/stock-market/TSX/ATH/stock-price
9563,Atlas Technologies Corporation ,9563.TO,https://www.advfn.com/stock-market/TSX/9563/stock-price
AI.DB.C,Atrium Mortgage Investment Corporation ,AI-DB-C.TO,https://www.advfn.com/stock-market/TSX/AI.DB.C/stock-price
AI.DB.G,Atrium Mortgage Investment Corporation ,AI-DB-G.TO,https://www.advfn.com/stock-market/TSX/AI.DB.G/stock-price
AI.DB.E,Atrium Mortgage Investment Corporation ,AI-DB-E.TO,https://www.advfn.com/stock-market/TSX/AI.DB.E/stock-price
AI.DB.F,Atrium Mortgage Investment Corporation ,AI-DB-F.TO,https://www.advfn.com/stock-market/TSX/AI.DB.F/stock-price
AI,Atrium Mortgage Investment Corporation ,AI.TO,https://www.advfn.com/stock-market/TSX/AI/stock-price
AI.DB.D,Atrium Mortgage Investment Corporation ,AI-DB-D.TO,https://www.advfn.com/stock-market/TSX/AI.DB.D/stock-price
ATA,ATS Automation Tooling Systems ,ATA.TO,https://www.advfn.com/stock-market/TSX/ATA/stock-price
ATS,ATS Corporation ,ATS.TO,https://www.advfn.com/stock-market/TSX/ATS/stock-price
G,Augusta Gold Corp ,G.TO,https://www.advfn.com/stock-market/TSX/G/stock-price
ORA,Aura Minerals Inc ,ORA.TO,https://www.advfn.com/stock-market/TSX/ORA/stock-price
ACB,Aurora Cannabis Inc ,ACB.TO,https://www.advfn.com/stock-market/TSX/ACB/stock-price
ACB.WS.U,Aurora Cannabis Inc ,ACB-WS-U.TO,https://www.advfn.com/stock-market/TSX/ACB.WS.U/stock-price
ACB.WT.V,Aurora Cannabis Inc ,ACB-WT-V.TO,https://www.advfn.com/stock-market/TSX/ACB.WT.V/stock-price
ACB.WT.U,Aurora Cannabis Inc ,ACB-WT-U.TO,https://www.advfn.com/stock-market/TSX/ACB.WT.U/stock-price
HRR.UN,Australian REIT Income Fund ,HRR-UN.TO,https://www.advfn.com/stock-market/TSX/HRR.UN/stock-price
ACQ,AutoCanada Inc ,ACQ.TO,https://www.advfn.com/stock-market/TSX/ACQ/stock-price
APR.UN,Automotive Properties Real Estate Investment Trust ,APR-UN.TO,https://www.advfn.com/stock-market/TSX/APR.UN/stock-price
XLY,Auxly Cannabis Group Inc ,XLY.TO,https://www.advfn.com/stock-market/TSX/XLY/stock-price
AVL,Avalon Advanced Materials Inc ,AVL.TO,https://www.advfn.com/stock-market/TSX/AVL/stock-price
AVNT,Avant Brands Inc ,AVNT.TO,https://www.advfn.com/stock-market/TSX/AVNT/stock-price
AVNT.WT,Avant Brands Inc ,AVNT-WT.TO,https://www.advfn.com/stock-market/TSX/AVNT.WT/stock-price
3836,Avant Group Corporation ,3836.TO,https://www.advfn.com/stock-market/TSX/3836/stock-price
AVP,Avcorp Industries Inc ,AVP.TO,https://www.advfn.com/stock-market/TSX/AVP/stock-price
9554,Avic Co Ltd ,9554.TO,https://www.advfn.com/stock-market/TSX/9554/stock-price
AVCN,Avicanna Inc ,AVCN.TO,https://www.advfn.com/stock-market/TSX/AVCN/stock-price
5591,Avilen Inc ,5591.TO,https://www.advfn.com/stock-market/TSX/5591/stock-price
ASM,Avino Silver and Gold Mines Ltd ,ASM.TO,https://www.advfn.com/stock-market/TSX/ASM/stock-price
AXIS,Axis Auto Finance Inc ,AXIS.TO,https://www.advfn.com/stock-market/TSX/AXIS/stock-price
AYA,Aya Gold & Silver Inc ,AYA.TO,https://www.advfn.com/stock-market/TSX/AYA/stock-price
9090,AZ COM Maruwa Holdings Inc ,9090.TO,https://www.advfn.com/stock-market/TSX/9090/stock-price
BTO,B2Gold Corp ,BTO.TO,https://www.advfn.com/stock-market/TSX/BTO/stock-price
BDGI,Badger Infrastructure Solutions Ltd ,BDGI.TO,https://www.advfn.com/stock-market/TSX/BDGI/stock-price
BLDP,Ballard Power Systems Inc ,BLDP.TO,https://www.advfn.com/stock-market/TSX/BLDP/stock-price
BMO.PR.C,Bank of Montreal ,BMO-PR-C.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.C/stock-price
BMO.PR.S,Bank of Montreal ,BMO-PR-S.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.S/stock-price
BMO.PR.T,Bank of Montreal ,BMO-PR-T.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.T/stock-price
BMO.PR.Y,Bank of Montreal ,BMO-PR-Y.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.Y/stock-price
BMO.PR.F,Bank of Montreal ,BMO-PR-F.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.F/stock-price
BMO.PR.W,Bank of Montreal ,BMO-PR-W.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.W/stock-price
BMO.PR.D,Bank of Montreal ,BMO-PR-D.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.D/stock-price
BMO.PR.E,Bank of Montreal ,BMO-PR-E.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.E/stock-price
BMO,Bank of Montreal ,BMO.TO,https://www.advfn.com/stock-market/TSX/BMO/stock-price
BMO.PR.B,Bank of Montreal ,BMO-PR-B.TO,https://www.advfn.com/stock-market/TSX/BMO.PR.B/stock-price
BNS.PR.I,Bank of Nova Scotia ,BNS-PR-I.TO,https://www.advfn.com/stock-market/TSX/BNS.PR.I/stock-price
BNS.PR.H,Bank of Nova Scotia ,BNS-PR-H.TO,https://www.advfn.com/stock-market/TSX/BNS.PR.H/stock-price
BNS,Bank of Nova Scotia ,BNS.TO,https://www.advfn.com/stock-market/TSX/BNS/stock-price
ABX,Barrick Gold Corporation ,ABX.TO,https://www.advfn.com/stock-market/TSX/ABX/stock-price
2936,Base Food Inc ,2936.TO,https://www.advfn.com/stock-market/TSX/2936/stock-price
BLCO,Bausch and Lomb Corporation ,BLCO.TO,https://www.advfn.com/stock-market/TSX/BLCO/stock-price
BHC,Bausch Health Companies Inc ,BHC.TO,https://www.advfn.com/stock-market/TSX/BHC/stock-price
BYL.RT,Baylin Technologies Inc ,BYL-RT.TO,https://www.advfn.com/stock-market/TSX/BYL.RT/stock-price
BYL.DB,Baylin Technologies Inc ,BYL-DB.TO,https://www.advfn.com/stock-market/TSX/BYL.DB/stock-price
BYL,Baylin Technologies Inc ,BYL.TO,https://www.advfn.com/stock-market/TSX/BYL/stock-price
BTE,Baytex Energy Corp ,BTE.TO,https://www.advfn.com/stock-market/TSX/BTE/stock-price
5259,BBD Initiative Inc ,5259.TO,https://www.advfn.com/stock-market/TSX/5259/stock-price
BBTV.DB,BBTV Holdings Inc ,BBTV-DB.TO,https://www.advfn.com/stock-market/TSX/BBTV.DB/stock-price
BBTV,BBTV Holdings Inc ,BBTV.TO,https://www.advfn.com/stock-market/TSX/BBTV/stock-price
BCE.PR.H,BCE Inc ,BCE-PR-H.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.H/stock-price
BCE.PR.I,BCE Inc ,BCE-PR-I.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.I/stock-price
BCE.PR.J,BCE Inc ,BCE-PR-J.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.J/stock-price
BCE.PR.G,BCE Inc ,BCE-PR-G.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.G/stock-price
BCE.PR.B,BCE Inc ,BCE-PR-B.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.B/stock-price
BCE.PR.D,BCE Inc ,BCE-PR-D.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.D/stock-price
BCE.PR.E,BCE Inc ,BCE-PR-E.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.E/stock-price
BCE.PR.C,BCE Inc ,BCE-PR-C.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.C/stock-price
BCE.PR.K,BCE Inc ,BCE-PR-K.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.K/stock-price
BCE.PR.A,BCE Inc ,BCE-PR-A.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.A/stock-price
BCE,BCE Inc ,BCE.TO,https://www.advfn.com/stock-market/TSX/BCE/stock-price
BCE.PR.N,BCE Inc ,BCE-PR-N.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.N/stock-price
BCE.PR.T,BCE Inc ,BCE-PR-T.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.T/stock-price
BCE.PR.Y,BCE Inc ,BCE-PR-Y.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.Y/stock-price
BCE.PR.Z,BCE Inc ,BCE-PR-Z.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.Z/stock-price
BCE.PR.F,BCE Inc ,BCE-PR-F.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.F/stock-price
BCE.PR.L,BCE Inc ,BCE-PR-L.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.L/stock-price
BCE.PR.S,BCE Inc ,BCE-PR-S.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.S/stock-price
BCE.PR.M,BCE Inc ,BCE-PR-M.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.M/stock-price
BCE.PR.R,BCE Inc ,BCE-PR-R.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.R/stock-price
BCE.PR.O,BCE Inc ,BCE-PR-O.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.O/stock-price
BCE.PR.Q,BCE Inc ,BCE-PR-Q.TO,https://www.advfn.com/stock-market/TSX/BCE.PR.Q/stock-price
BEK.B,Becker Milk Co Ltd ,BEK-B.TO,https://www.advfn.com/stock-market/TSX/BEK.B/stock-price
4270,BeeX Inc ,4270.TO,https://www.advfn.com/stock-market/TSX/4270/stock-price
BLU,BELLUS Health Inc ,BLU.TO,https://www.advfn.com/stock-market/TSX/BLU/stock-price
BSX,Belo Sun Mining Corp ,BSX.TO,https://www.advfn.com/stock-market/TSX/BSX/stock-price
BNG,Bengal Energy Ltd ,BNG.TO,https://www.advfn.com/stock-market/TSX/BNG/stock-price
9216,Bewith Inc ,9216.TO,https://www.advfn.com/stock-market/TSX/9216/stock-price
BNK.PR.A,Big Banc Split Corp ,BNK-PR-A.TO,https://www.advfn.com/stock-market/TSX/BNK.PR.A/stock-price
BNK,Big Banc Split Corp ,BNK.TO,https://www.advfn.com/stock-market/TSX/BNK/stock-price
PRM,Big Pharma Split Corp ,PRM.TO,https://www.advfn.com/stock-market/TSX/PRM/stock-price
PRM.PR.A,Big Pharma Split Corp ,PRM-PR-A.TO,https://www.advfn.com/stock-market/TSX/PRM.PR.A/stock-price
BR,Big Rock Brewery Inc ,BR.TO,https://www.advfn.com/stock-market/TSX/BR/stock-price
BIK.PR.A,BIP Investment Corporation ,BIK-PR-A.TO,https://www.advfn.com/stock-market/TSX/BIK.PR.A/stock-price
8056,Biprogy Inc ,8056.TO,https://www.advfn.com/stock-market/TSX/8056/stock-price
BIR.PR.C,Birchcliff Energy Ltd ,BIR-PR-C.TO,https://www.advfn.com/stock-market/TSX/BIR.PR.C/stock-price
BIR.PR.A,Birchcliff Energy Ltd ,BIR-PR-A.TO,https://www.advfn.com/stock-market/TSX/BIR.PR.A/stock-price
BIR,Birchcliff Energy Ltd ,BIR.TO,https://www.advfn.com/stock-market/TSX/BIR/stock-price
BDT,Bird Construction Inc ,BDT.TO,https://www.advfn.com/stock-market/TSX/BDT/stock-price
BITF,Bitfarms Ltd ,BITF.TO,https://www.advfn.com/stock-market/TSX/BITF/stock-price
BDI,Black Diamond Group Ltd ,BDI.TO,https://www.advfn.com/stock-market/TSX/BDI/stock-price
BKI,Black Iron Inc ,BKI.TO,https://www.advfn.com/stock-market/TSX/BKI/stock-price
BB.DB.U,BlackBerry Limited ,BB-DB-U.TO,https://www.advfn.com/stock-market/TSX/BB.DB.U/stock-price
